|q|a|d
608|李实蜂幼虫会在树的哪个部位蛀入？|李实蜂幼虫一般从果实的顶部蛀入，也有从中部蛀入的情况。|108
609|李实蜂成虫在什么时候出土？|李实蜂成虫在3月下旬至4月上旬开花期出土。|108
610|为什么说品种栽植混乱的李园受害情况更严重？|品种栽植混乱的李园受害情况更严重，因为这样的李园趋于随机分布，更容易被李实蜂攻击。|108
611|李实蜂幼虫期一般持续多久？|李实蜂幼虫期持续26~31天。|108
612|防治李实蜂的方法有哪些？|防治李实蜂的方法包括加强果园管理、做好预测预报和覆盖薄膜。|108
613|棉褐带卷蛾的形态特征是什么？|棉褐带卷蛾的成虫体长6~8毫米，翅展13~23毫米，淡㮈色或黄褐色；触角丝状，与体同色；下唇须较长，向前延伸；前翅有2条深褐色斜纹，外侧的一条较细，后翅淡灰色。雄虫较雌虫体小，颜色较淡，前翅基部有前缘褶。幼虫体长13~15毫米，头和前胸背板淡黄色，幼龄时淡绿色，老龄幼虫翠绿色；3龄以后的雄虫腹部第五节背面出现1对黄色性腺，臀栉6~8根。蛹长9~11毫米，黄褐色，腹部第2~7节各节背面有2行小刺，后一行较前一行短小，臀棘8根。卵扁平，椭圆形，淡黄色，聚集排列成鱼鳞状卵块。|109
614|棉褐带卷蛾对哪些水果作物有危害？|棉褐带卷蛾是果树的一种主要害虫，寄主有桃、李、杏、樱桃、苹果、梨、山楂等。|109
615|棉褐带卷蛾的第三代卵期大约多久？|约7天|110
616|棉褐带卷蛾幼虫在什么时间孵化并越冬？|10月中下旬|110
617|棉褐带卷蛾的雌成虫产卵地点在哪里？|叶上和果皮上|110
618|棉褐带卷蛾的成虫发生期分别在哪些月份？|5—6月发生第一代、7—8月发生第二代、8—9月发生第三代|110
619|早春发芽前应喷施哪种药剂以杀灭棉褐带卷蛾越冬幼虫？|晶体石硫合剂50~100倍液|110
620|可以使用哪些微生物制剂防治棉褐带卷蛾幼虫？|青虫菌液100~200倍液或苏云金杆菌75~150倍液|110
621|棉褐带卷蛾有哪些天敌？|赤眼蜂、姬蜂、肿腿蜂、茧蜂、绒茧蜂等|110
622|越冬代幼虫和第一代初孵幼虫期可喷施哪些药剂？|5%高效氯氟氰菊酯水乳剂2500~3000倍液、5%氯氰菊酯乳油800~1000倍液等|110
623|冬季应如何清理果园以防治棉褐带卷蛾？|刮除老翘皮和剪锯口周缘的老树皮，摘除干叶集中灭杀|110
624|如何利用棉褐带卷蛾的习性进行诱杀？|利用黑光灯诱杀成虫；在糖醋液中加入少许杀虫剂|110
625|棉褐带卷蛾的卵期大约多久？|约10天|110
626|棉褐带卷蛾的蛹期大约多久？|约7天|110
627|棉褐带卷蛾幼虫在哪里越冬？|皮缝、伤口处|110
628|棉褐带卷蛾幼虫如何危害果实？|呈现形状不规则的小坑洼|110
629|棉褐带卷蛾幼虫如何危害叶片？|吐丝将叶片连缀一起，在其中危害，将叶片食成缺刻状或网状|110
630|棉褐带卷蛾主要危害植物的哪些部分？|叶和果|110
631|桃潜叶蛾主要危害哪些植物？|桃潜叶蛾主要危害桃、李、杏等核果类果树。|111
632|桃潜叶蛾的越冬习性如何？|桃潜叶蛾越冬代成虫当年11月中旬，平均气温6.5℃以下时潜伏越冬，翌年春季平均气温5.5℃以上时出蛰活动。|111
633|桃潜叶蛾成虫的活动时间是什么时候？|桃潜叶蛾成虫一天中以中午最活跃，气温降低后，又潜伏于树皮缝中。越冬代成虫多在上午7时后开始交尾。|111
634|如何识别桃潜叶蛾的卵？|桃潜叶蛾的卵扁椭圆形，无色透明，卵壳极薄而软。卵产在叶肉组织内，叶背有黄色小鼓包。|111
635|桃潜叶蛾的形态特征有哪些？|桃潜叶蛾成虫体长3毫米，翅展6毫米，体及前翅银白色，前翅狭长，先端尖，翅先端有黑色斑纹，附生3条黄白色斜纹，有灰色长缘毛。幼虫体长6毫米，胸淡绿色，体稍扁，有褐色胸足3对。卵扁椭圆形，无色透明，卵壳极薄而软。|111
636|李高效生产及绿色防控技术的第三代蛹自然死亡率是多少？|3.5%|112
637|常用于李高效生产及绿色防控技术的化学防治药剂有哪些？|10%虫螨腈悬浮剂、5%虱螨脲悬浮剂、250克/升苯氧威悬浮剂、5%氯氰菊酯乳油等（请提供更多具体信息）|112
638|李高效生产及绿色防控技术的第三代幼虫在发生量大时可以危害多少片叶？|20片叶|112
639|什么是李高效生产及绿色防控技术？|未提供答案|112
640|李高效生产及绿色防控技术的第四代幼虫发生时，可重复危害哪些部位？|叶片|112
641|李高效生产及绿色防控技术的第二代幼虫危害哪些部位？|中部叶片，第5~10片叶|112
642|李高效生产及绿色防控技术的第一代幼虫危害哪些部位？|第1~5片叶|112
643|李高效生产及绿色防控技术的第五代幼虫受害严重的区域落叶率可以达到多少？|80%以上|112
644|李高效生产及绿色防控技术的第四代蛹自然死亡率是多少？|7.0%|112
645|李高效生产及绿色防控技术的幼虫从吐丝结茧至整个虫体包裹好需要多长时间？|52~152分钟|112
646|使用草把诱杀成虫的目的是什么？|诱集越冬成虫，清除销毁越冬场所，消灭部分越冬成虫|112
647|性诱剂杀成虫的目的是什么？|杀雄性成虫，预报害虫消长情况，指导化学防治|112
648|化学防治黑刺粉虱的方法是什么？|喷洒5%柴油乳剂毒杀越冬幼虫|113
649|黑刺粉虱的蛹壳颜色和形状是什么？|椭圆形，漆黑带光泽，边锯齿状|113
650|黑刺粉虱的防治方法有哪些？|农业防治和化学防治|113
651|黑刺粉虱的卵孵化前是什么颜色？|灰黑色|113
652|黑刺粉虱在哪个科里？|粉虱科|113
653|黑刺粉虱的幼虫体周缘有什么特征？|有明显的白蜡圈|113
654|黑刺粉虱一年可以发生几代？|4~5代|113
655|农业防治黑刺粉虱的方法包括什么？|剪除密集的虫害枝，使李园通风透光，及时中耕、施肥，增强树势，提高植株抗虫能力|113
656|黑刺粉虱成虫的颜色是什么？|橙黄色|113
657|茶翅蝽成虫的体长是多少毫米？|12~16毫米|114
658|茶翅蝽的卵一般有多少粒排列成卵块？|多为20~30粒|114
659|茶翅蝽以什么为食？|叶片、果实和嫩梢的汁液|114
660|茶翅蝽一年发生几代？|1代|114
661|茶翅蝽危害李果实的表现有哪些？|被刺处流胶，果肉下陷，形成僵斑硬化，幼果受害严重时易脱落|114
662|李病虫害的化学防治方法有哪些？|可喷施25%噻虫嗪水分散粒剂4000~5000倍液、20%氰戊菊酯乳油2000倍液等防治。|115
663|生物防治对李病虫害有哪些作用？|保护自然天敌，如小花蝽和草蛉幼虫可以取食茶翅蝽的卵，三突花蛛能够捕食茶翅蝽的若虫和成虫。卵寄生蜂在茶翅蝽的生物防治中起着重要作用。|115
664|铜绿丽金龟的形态特征是什么？|成虫体长19~21毫米，触角黄褐色，鳃叶状；前胸背板及鞘翅铜绿色，具闪光，上有细密刻点。|115
665|铜绿丽金龟的危害特点是什么？|1年发生1代，以老熟幼虫越冬。翌年春季越冬幼虫上升活动，先在其他寄主上取食，李发芽后，再到李上危害花芽、嫩叶和花蕾。|115
666|李病虫害的物理防治方法有哪些？|清除门窗、墙壁上的成虫；成虫产卵期，收集卵块和初孵若虫，集中销毁。|115
667|什么是桑天牛的主要形态特征？|桑天牛（mulberryborer）又称桑干黑天牛、粒肩天牛、褐天牛，属鞘翅目（Coleoptera）天牛科（Cerambycidae）。成虫黑褐色，体长26~51毫米、宽8~16毫米，密被灰黄色绒毛；触角鞭状，第一、第二节黑色，其余各节灰白色，端部黑色；体背一般呈青㮈色，腹面㮈黄色，基半部灰白色；前胸背板突起、粗壮；鞘翅基部1/4~1/3处密布许多黑色光亮颗粒状突起。|116
668|桑天牛对哪些部位进行危害？|桑天牛以成虫危害李花芽、花蕾、幼叶、幼果，可将叶片食成缺刻状，严重发生时可将全株叶片、花芽、果实食光。|116
669|桑天牛的卵是什么形状的？|椭圆形|117
670|桑天牛的幼虫体长是多少毫米？|45~60毫米|117
671|桑天牛产卵时会对树木造成什么样的伤害？|将树皮咬伤|117
672|桑天牛幼虫在被害枝干内越冬，那么成虫一般在哪个季节活动？|7、8月|117
673|桑天牛成虫产卵期大约是多少天？|40天|117
674|桑天牛成虫一般什么时候活动取食？|晚间|117
675|桑天牛的防治方法有哪些？|物理防治：捕杀成虫，检查枝干并清除卵和幼虫，清除死树和死枝|117
676|桑天牛的幼虫是如何危害树木的？|在枝干的皮下和木质部内向下蛀食，排出大量粪屑，破坏输导组织，削弱树势|117
677|桑天牛的蛹期一般是多少天？|15~25天|117
678|桃红颈天牛的成虫体长是多少毫米？|28~40毫米|118
679|桃红颈天牛的老熟幼虫体长是多少毫米？|38~55毫米|118
680|桃红颈天牛的蛹初期是什么颜色？|乳白色|118
681|桃红颈天牛的卵初期是什么颜色？|淡绿色|118
682|桃红颈天牛在华北地区几年发生一代？|2~3年|118
683|桃红颈天牛的幼虫是如何危害植物的？|桃红颈天牛幼虫蛀食枝干的表皮层和木质形成层，被害单株幼虫可达数十头，轻则造成树势衰弱，果量锐减，严重时造成全株死亡。|119
684|桃红颈天牛主要危害哪些植物？|桃红颈天牛主要危害桃、李、杏、樱桃、梅等核果类果树及杨、柳、核桃等部分林木。|119
685|桃红颈天牛主要分布在哪里？|桃红颈天牛在我国分布于辽宁、内蒙古、河北、河南、山东、山西、陕西、甘肃、湖北、四川、江苏、浙江、广东、广西、福建、天津和北京等地，国外分布于朝鲜半岛、越南。|119
686|防治桃红颈天牛的方法有哪些？|防治桃红颈天牛的方法包括：(1)人工捕捉成虫。(2)防止成虫产卵，如用涂白剂涂抹树干和主枝，或用塑料薄膜包扎树干主要着卵部位。(3)利用昆虫病原线虫。(4)生物防治，如释放管氏肿腿蜂。(5)利用植物源杀虫剂，如苦皮藤素药签。|119
687|小绿叶蝉在李树上的危害期是什么时候？|6月虫口数量增加，8—9月最多且危害重。|120
688|小绿叶蝉的生命周期包括哪些阶段？|成虫、若虫、卵。|120
689|小绿叶蝉的形态特征有哪些？|成虫淡绿色至绿色，体长3.3~3.7毫米，复眼灰褐至深褐色，触角刚毛状，前翅半透明，后翅透明膜质。|120
690|小绿叶蝉的防治方法有哪些？|排粪孔注药法、树木注干、喷雾使用球孢白僵菌可湿性粉剂或3%噻虫啉微囊悬浮剂。|120
691|小绿叶蝉的越冬方式是什么？|以成虫在树皮缝、落叶、枯草及低矮植物上越冬。|120
692|如何防治大青叶蝉？|清理果园，化学防治|121
693|大青叶蝉的卵是什么颜色的？|乳白色，近孵化时黄白色|121
694|大青叶蝉一年可以发生几代？|1年发生2~5代|121
695|大青叶蝉在哪里越冬？|以卵在枝条表面下组织内越冬|121
696|大青叶蝉在哪个科目下？|同翅目(Homoptera)叶蝉科(Cicadellidae)|121
697|大青叶蝉的成虫体长是多少毫米？|雌虫体长9~10毫米,雄虫体长7~8毫米|121
698|大青叶蝉在哪些寄主上繁殖第2~3代？|在这些寄主上繁殖第2~3代，一般不危害李|121
699|大青叶蝉成虫是否趋光性强？|是|121
700|大青叶蝉的天敌有哪些？|蜘蛛、赤眼蜂和叶蝉柄翅卵蜂等|121
701|大青叶蝉在什么时间孵化为若虫？|翌年春季|121
702|大青叶蝉可传播哪种病害？|大青叶蝉可以传播病毒病。|122
703|大青叶蝉对李树造成什么样的危害？|大青叶蝉以成虫和若虫危害叶片，刺吸汁液，严重时会导致枝条遍体鳞伤，发育迟缓，树势削弱，甚至引起枝条和幼树枯死。|122
704|黑李枝腐的病因与防治方法是什么|王晓方，解劲，余如土，2006|123
705|李树根癌的发生概况及防治措施是什么|刘露, 2014|123
706|李(桃)霉斑穿孔病的发生规律及防治技术是什么|王剑荣，冯正军，2006|123
707|检疫性有害生物李痘病毒的生物学特性及预防控制技术是什么|王浩，万方浩，于翠，等，2020|123
708|桃李杏梅病虫害的防治原色图鉴是哪本书|吕佩珂，苏惠兰，高振江，2014|123
709|李树褐腐病的发生与防治方法是什么|张瑞珠, 陈兆銮, 2010|123
710|李子白粉病的发生与防治方法是什么|王小银，王强荣，李平，等，2011|123
711|松尔膜配套药剂对李树流胶病的防治效果如何|张广仁，李广旭，杨华，等，2020|123
712|桃小食心虫的发生规律及防控技术研究进展是什么|杨华、彭玉基、韩秀梅，等，2012|123
713|桃穿孔病的比较鉴别与防治方法是什么|许长新，焦蕊，张林林，等，2019|123
714|李树腐烂病的综合防治方法是什么|陆卫明, 程艳墉, 1999|123
715|李病虫害有哪些防治方法|刘露, 2014|123
716|李贮运保鲜与加工中提到的巫山脆李是什么品种的李|巫山脆李|124
717|李贮运保鲜与加工中，适宜的采收期对果实品质和贮运效果有什么影响？|适宜的采收期不仅关系到果实品质的好坏，还直接影响贮运效果。|125
718|采收李的时候应该注意哪些技术要点？|采收应在晴天气温较低时或者阴天进行，避开雨天、露(雨)水未干和高温时段。采摘时用手指捏住果柄从果枝上将果实摘下，保留李果柄和果粉，切勿持握果体，轻拿轻放，尽量做到无伤采果，减少病菌侵入的机会。若李在树上成熟度不一致时，要分批分次采收，既能增加产量和提高品质，又能增加耐贮性。采收时，所用采收筐、背篼等容器应垫有软草、纸屑或者布等保护措施。采收周转时，宜采用塑料周转筐，轻拿轻放，避免碰撞造成损伤。采后的李应放在阴凉处，避免太阳直晒，并尽快预冷入库。|125
719|李高效生产及绿色防控技术主要包括哪些内容|李大大小、单果重、外观颜色、成熟度、品质等进行分级处理，优化分级，有利于贮藏运输，以质论价，满足不同人群的消费需求。|126
720|采后的李果应该如何进行分选处理|采后就地进行分选，或者搬运至就近的分选处理场所分选，要求在阴凉通风处进行。分选方法可分为人工分选和机械分选，分选过程做到轻拿轻放，不造成果实二次伤害。|126
721|包装李果时应该注意哪些事项|包装材料需清洁卫生，干燥无异味，容器内壁光滑，并留有通风孔。李包装材料可采用透明塑料模盒，每盒8~10个果实，或者泡沫网单个包装，也可采用纸箱(5~10千克/箱)、塑料箱(5~15千克/箱)、木箱(10~20千克/箱)等容器进行盛装，盛装容器不宜过大，内部放码层数不宜过多，防止压伤。|126
722|预冷的目的是什么|预冷是指采收分级后的李通过设施设备迅速将温湿度降低到适宜贮藏或稍高于贮藏温度的一种方式，从而尽快除去田间热和呼吸热，以此来降低果实内部的生理生化反应，减少营养成分的消耗和腐烂损失，最大限度地保持果实原来的新鲜品质。|126
723|压差预冷是什么方法？|压差预冷是在强制通风预冷方法基础上改进的一种预冷方法。通过在冷库中安装压差预冷装置，产生压力差，将产品快速冷却。|127
724|库房空气预冷是如何进行的？|库房空气预冷是指将采后的李直接放在冷藏库内进行预冷，通过空气自然对流或者风机送入冷风，使冷风在果品筐(箱)周围循环，筐(箱)因外层和内部存在温差，通过对流和传导逐渐使筐(箱)内果品温度降低，达到预冷目的。|127
725|李果在采收后如何进行预冷处理？|自然冷风预冷、库房空气预冷、强制通风预冷，压差预冷等。|127
726|自然冷风预冷是什么？|自然冷风预冷是一种简单易行的预冷方式，将采后的李在阴凉通风的地方放置一段时间，利用昼夜温差散去产品田间热的方法。|127
727|强制通风预冷是什么方法？|强制通风预冷是通过强制冷空气的高速循环使果品快速降温的方法，通常采用隧道式预冷装置。|127
728|李的贮藏前处理包括哪些方法？|物理措施如热激处理、冷冲击、变温、减压等；化学措施如使用氯化钙、1-甲基环丙烯、高锰酸钾和多菌灵等化学药剂进行处理。|128
729|李的短期贮藏方法是什么？|低温贮藏，温度为0~1℃，相对湿度为85%~95%，可贮藏7~14天。|128
730|中期贮藏李的方法是什么？|低温下自发气调贮藏，将预冷的李装入衬有聚乙烯塑料保鲜袋的木箱或塑料箱内，袋口对折，可贮藏15~20天。|128
731|长期贮藏李的方法是什么？|低温下气调贮藏，库内气体成分为氧气3%~5%、二氧化碳3%~5%，或使用1-甲基环丙烯(1-MCP)加硅胶窗处理，在冷库中贮藏时间可达到30~40天。|128
732|李在贮藏过程中会出现什么变化？|质地变软，呼吸高峰和乙烯产生高峰，颜色变化。|128
733|李在贮藏过程中，哪些因素需要被实时监控？|库内温度和湿度|129
734|在李贮藏过程中，为什么需要适时通风换气？|排除过多的二氧化碳、乙烯等气体，保证库内气流畅通|129
735|李贮藏的最佳温度范围是多少摄氏度？|0~1℃|129
736|如何防止李在贮藏过程中出现冷害？|将贮藏温度维持在0~1℃的环境，低于0℃就有发生冷害的危险。因此，在贮藏过程中，应定时观测和记录贮藏库的贮藏温度，维持贮藏温度在规定的范围内，并且尽量减少库内温度的波动，变幅不宜超过±0.5℃。|129
737|李在贮藏过程中对湿度和气体成分有什么要求？|李在贮藏过程中需要控制相对湿度在85%~95%，以防止失水萎蔫和维持商品价值。同时，应控制气体成分，保持氧气浓度在3%~5%，二氧化碳浓度略高但不超过8%，以抑制呼吸、延缓衰老和保持品质。|130
738|运输过程中应如何控制振动？|控制振动的方法包括优化运输方式、运输工具、货物放置位置，做好运输中的码垛工作，尽量减少果实在运输中的振动，杜绝野蛮装卸。|131
739|装载与堆码时应注意什么？|确保空气能够在整个车厢中自由流通，每件货物与车底板、壁板应有一定的间隙，避免热量直接传给货物，影响李果实品质。|131
740|如何保持运输过程中的湿度？|保持相对湿度在85%~95%之间，循环空气不得过干，可使用具有加湿装置的冷藏车或者加冰运输车，提高运输环境的湿度。|131
741|果实贮藏前后的运输方式和条件是什么？|果实贮藏前后的运输方式和条件包括：采收后直接上市销售的果实可进行常温或预冷保温运输，近距离可用常温运输并保持通风覆盖以防失水，中远距离宜进行预冷后低温运输；经冷藏或气调贮藏后出库的果实近距离运输可采用保温运输，中远距离宜采用冷藏车低温运输。|131
742|运输温度对果实的影响是什么？|适宜的低温运输有助于保持果品新鲜度和品质。李在2~3天的运输温度建议为0~7℃，5~6天的运输温度建议为0~3℃，要防止受冻受热和温度波动。|131
743|李高效生产及绿色防控技术的相关问题|答案|132
744|运输李时有哪些卫生要求？|运输工具必须安全无害且清洁，防止果品被污染；采用专用的果品运输工具，并在装运时彻底清洗或消毒运输工具；运输时应与其他非食用货物分开装运，严禁混装混放。|132
745|李的品质主要由哪些因素构成？|李品质主要由外观和众多内在因素的复合评价因子构成，可分为果实大小、色泽和芳香成分等感官品质，硬度、糖、酸、果胶和酚类物质等理化与营养品质，出汁率、黏度、褐变度等加工品质三个方面。|132
746|如何评价李的感官品质？|感官品质分析是一种通过视觉、嗅觉、触觉、味觉和听觉感知产品感官特性的科学方法，通常用于唤起、测量、分析和解释产品。|132
747|李在运输过程中如何防止低温伤害？|遮盖草席或草袋，使低温空气不直接与李接触。|132
748|李的理化与营养品质包括哪些指标|果实硬度、可食率以及糖、酸、维生素、叶绿素、膳食纤维、酚类、矿物质等物质的含量|133
749|果实色泽的测定方法是什么|色差计法，通过测定果皮和果肉的L*、a*、b*值来实现|133
750|李的果实大小如何分级|特级果、一级果、二级果及三级果|133
751|李的芳香成分主要有哪些物质|2-乙基-1-己醇、正辛醇、己醛、壬醛以及壬烯醛等醇醛类物质|133
752|李的果形指数有哪些类型|圆形或近圆形、扁圆形、椭圆形、圆锥形及长圆形|133
753|不同地区的脆李可食率范围是多少？|脆李的可食率在95%~98%之间。|134
754|李果实糖含量受哪些因素影响？|糖含量受品种、栽培技术、气候条件和成熟度的影响。|134
755|李高效生产及绿色防控技术的相关问题|答案|134
756|李果实中的酸主要是什么？|主要是有机酸。|134
757|果胶对果实硬度有什么影响？|果胶是影响果实硬度的主要因素之一。|134
758|酚类物质在水果中有什么作用？|具有抗氧化能力，能够延缓人体衰老，与果肉和果汁的褐变有关。|134
759|测定果胶的方法有哪些？|主要有咔唑比色法和D-半乳糖醛酸比色法。|134
760|重庆地区脆李的可溶性固形物含量范围是多少？|可溶性固形物含量在11%~16%之间。|134
761|如何测定李果实中的可滴定酸含量？|采用国际上通用的滴定法。|134
762|李果实可食率的定义是什么？|可食率是指可食部分质量占整果质量的百分比。|134
763|果胶存在于植物的哪些部分？|细胞壁和细胞内层。|134
764|影响出汁率的因素有哪些？|李的品种特性、成熟度、榨汁方法和榨汁效能|135
765|哪种方法是测定总酚含量的主要方法？|福林-酚法|135
766|在加工过程中，褐变是如何影响李产品的？|影响产品的整体色泽和消费者可接受程度|135
767|李的加工特性包括哪些方面？|出汁率和褐变度|135
768|李果实中分离鉴定出的主要酚类物质有哪些类别？|酚酸、黄烷醇、黄酮醇和花青苷|135
769|请问测定李果汁黏度的方法有哪些？|测定李果汁黏度的方法包括流变仪法、滚动落球黏度计法和黏度计法等。|136
770|请问巫山脆李的理化指标包括哪些内容？|巫山脆李的理化指标包括可溶性固形物、可滴定酸和可食率等方面。|136
771|请问巫山脆李的感官指标包括哪些内容？|巫山脆李的感官指标包括果实完整度、色泽、风味和形态等方面。|136
772|请问巫山脆李的分级指标包括哪些内容？|巫山脆李的分级指标包括特级果和一级果的单果重、果形、酸甜适口度、脆嫩化渣程度和汁多味香等方面。|136
773|请问李果汁的黏度主要受哪些因素的影响？|李果汁的黏度主要受品种和成熟度的影响。|136
774|李果实可以加工成哪些产品？|李果实可以加工成果脯、话李、果汁、果酒、罐头、益生菌饮料、脆片等产品。|137
775|李果实的加工需要哪些主要加工设施设备？|李果实的加工需要清洗设备（如鼓泡清洗机、毛刷清洗机、强流除水机）、预处理设备（如李果去核机或手持去核器）、渗糖设备（如夹层锅或真空渗糖罐）以及干制设备（如烘房或烘箱，包括电热、红外线、微波、热泵等类型）。|137
776|什么是李贮运保鲜与加工的第五章主要内容？|李贮运保鲜与加工的第五章主要介绍了李果实的二级果标准、安全要求，以及李果实的加工方法和加工产品的类型。|137
777|李低糖果脯有什么优势？|李低糖果脯的优势在于其质地柔软、味佳形美、营养方便、耐贮藏，同时由于含糖量较低，过多食用也不利于身体健康，因此将成为消费主流。|137
778|李果实的二级果标准是什么？|李果实的二级果标准是单果重在35到40克之间，且酸甜适口，脆嫩化渣，汁多味香，果粉中等。|137
779|渗糖的方式有哪些？|煮制渗糖、真空渗糖。|138
780|制糖液的配方包括哪些成分？|白砂糖、填充剂、植酸或植酸钠、食盐、柠檬酸、亚硫酸氢钠。|138
781|在李高效生产中，原料的选择标准是什么？|挑选果大、肉质厚、完熟、未软化的无腐烂褐变李为原料,污染物和农药残留符合GB2762、GB2763的要求。|138
782|渗糖后的李坯如何进行干制？|渗糖后的李坯均匀放置在烘筛上，连续烘制8~16小时，温度控制在55~60℃。|138
783|李果预处理中，含核型和去核型的处理方式分别是什么？|含核型采用人工或机械进行表面划纹处理，去核型采用人工手持去核器或专用李果去核机进行去核。|138
784|请问李高效生产及绿色防控技术中的工艺流程包括哪些步骤？|清洗、预处理、制糖液、渗糖、干制。|138
785|话李的制作工艺是什么？|话李的制作工艺由半成品李坯加工而成，不同风味的話李可以通过配方调整来实现，具体的加工工艺基本相同。|139
786|话李有哪些风味？|话李具有甜、酸、咸等风味。|139
787|话李有什么作用？|话李含在口里有生津止渴之效，深受人们的喜爱。|139
788|腌制脱盐过程中使用的设备有哪些？|腌制池（或腌制大缸）、脱盐池。|140
789|料液配置设备是什么？|电热搅拌夹层锅。|140
790|脱水与干制设备有哪些？|三足脱水机或强流除水机、热风烘干机。|140
791|清洗李果时可以采用哪些方法？|可以采用人工清洗或水果清洗设备清洗表面灰尘、污物、腐叶，并自然沥干或用强流除水设备除水。|140
792|在选择李原料时应考虑哪些因素？|应选择果大、肉质厚、完熟、未软化的李作原料，以红心李品种最佳。|140
793|：腌制李果有哪些方法？|：湿法腌制和干法腌制两种方法。|140
794|预处理过程中如何打皮？|可以采用打皮机加入粗盐共打，经滚筒转动而达到打皮目的；或采用砂轮把果皮表面打伤，或做一块有钉的木板让李在上面滚动而破皮。|140
795|李高效生产中使用的预处理设备是什么？|打皮机。|140
796|李果加工的工艺流程包括哪些步骤？|清洗原料、预处理、腌制、干燥和脱盐处理、脱水、浸制、烘干处理、包装。|140
797|李高效生产中使用的清洗设备有哪些？|鼓泡清洗机、毛刷清洗机、强流除水机。|140
798|李子加工过程中的污染物限量应符合哪个标准？|GB2762的规定|141
799|李子加工过程中的一个重要步骤是什么？|干燥|141
800|流水脱盐相比多次浸泡脱盐的优势是什么？|流水脱盐可有效缩短脱盐时间|141
801|李子加工中的脱盐过程有哪些方法？|脱盐可采用多次浸泡脱盐或流水脱盐两种方式|141
802|李子在加工过程中如何控制含水量？|将腌制好的李坯捞出曝晒或烘干，再经过回软和复晒(复烘干)至表面出现盐霜为止，李坯含水量控制在20%~22%|141
803|干制过程中的温度和含水量要求是什么？|在65℃下烘干至含水量≤20%|141
804|成品李子的感官要求有哪些？|香味浓郁，质地柔嫩细软，甜咸适口，具有原料品种应有的形态、色泽、组织、滋味和气味，无异味，无霉变，无杂质|141
805|成品李子的理化指标有哪些？|含水量15%~20%,总糖(以葡萄糖计)≤40%,氯化钠≤8%|141
806|多次浸泡脱盐的标准是什么？|每次浸泡用水以漫过李坯为宜，2~3小时换水1次，至少换水3次以上才能达到加工要求|141
807|浸制过程中的翻拌频率是多少？|每天翻拌1次|141
808|脱盐完毕的标志是什么？|果肉稍带点咸味，含1%~2%食盐时脱盐完毕|141
809|料液配制中可以添加哪些食品添加剂？|甘草、食盐、白砂糖、甜蜜素、柠檬酸、香兰素、茴香等|141
810|李子加工中的脱水过程是如何进行的？|通过脱水设备脱去表面多余水分，然后采用晒或烘的方式使脱盐坯失水至半干状态|141
811|李果酒的制作工艺流程是怎样的？|清洗李果原料，打浆制汁，调整果汁成分，加入酵母发酵，酒渣分离，陈酿，澄清处理，成分调配，封缸贮藏，过滤灌装封装成成品|142
812|李果酒的主要加工设施设备有哪些？|夹层锅、鼓泡清洗机、毛刷清洗机、强流除水机、双道去皮去核打浆机、硅藻土过滤机、定量液体灌装机|142
813|李果酒的制作操作要点有哪些？|选择完熟、组织未软化、无霉变、无褐变、无腐烂及病虫害的李果实作为加工原料，污染物及农药残留应符合GB2762、GB2763的要求；清洗时加入次氯酸钠50~100毫克/升，并自然沥干或使用强流除水设备除水。|142
814|李果酒的制作过程中需要添加多少白砂糖？|适量白砂糖|143
815|李果酒发酵的最佳温度是多少？|20~22℃|143
816|李果酒发酵需要多长时间？|14天左右|143
817|李果酒在陈酿期间需要定期进行什么操作？|倒罐|143
818|在李罐头加工过程中，菌落总数和大肠菌群的限量分别是多少？|菌落总数≤50CFU/毫升，大肠菌群≤3MPN|144
819|在李罐头加工过程中，致病菌（沙门氏菌、志贺氏菌、金黄色葡萄球菌）的检出情况如何？|不得检出|144
820|李果去皮漂洗过程中使用的氢氧化钠溶液的浓度是多少？|3%|144
821|李罐头加工过程中，用于杀菌的设备是什么？|双层水浴式杀菌釜|144
822|李罐头加工过程中，原料的选择标准是什么？|选择完熟，组织未软化，无霉变、无褐变、无腐烂及病虫害的李果实作为加工原料，李果实污染物及农药残留应符合GB2762、GB2763的要求。|144
823|李高效生产及绿色防控技术中，污染物的限量应符合哪个国家标准？|GB2762|144
824|在李罐头加工过程中，用于封罐的设备是什么？|负压封口机|144
825|在李果真空封口过程中，抽空时间和真空度分别是多少？|抽空时间为3~5秒,真空度为0.8~0.9兆帕。|145
826|李果脆片的微生物限量应符合什么标准？|应符合罐头食品商业无菌要求，致病菌(沙门氏菌、志贺氏菌、金黄色葡萄球菌)不得检出。|145
827|李果脆片的制作工艺流程包括哪些步骤？|清洗、去核切片、预冻处理、冻干、分级和包装。|145
828|李果脆片是如何制作的？|首先对李果原料进行清洗，然后去核切片，接着进行预冻处理，之后使用真空冻干设备将其冻干，最后对制成的李果脆片进行分级并包装成成品。|145
829|在李果脆片的制作过程中，为什么要进行预冻处理？|预冻处理可以防止果片在冻干过程中由于温度梯度导致的热应力而破裂。|145
830|高效生产及绿色防控技术中，主要的加工设施设备有哪些？|洗设备包括鼓泡清洗机、毛刷清洗机、强流除水机；去核、切片设备包括李果去核机或手持去核器、果蔬切片机；预冻设备包括隧道速冻机(箱式速冻机、低温冻库)；干制设备为真空冻干设备；包装设备为果蔬充氮包装机。|146
