id|text|source|page
10|"李高效生产及绿色防控技术
3号和长李7号、长李17等品种。为了满足果树生产中对李新品种的
需求，我国育种工作者从20世纪五六十年代开始了以抗寒、丰产、优
质为目标的李育种工作。同一时期，我国新疆奎屯农七师果树研究
所，以来自我国东北地区的窑门李为母本，通过自然实生方式先后选
育出奎冠、奎丽和奎丰3个优质品种，该时期的育种方式主要以实生
选种为主。随后的20年，我国李育种研究工作发展到一个新的阶段，
以黑龙江、吉林两省为主的果树科研单位及大学院校，通过人工杂交
和实生选种选育一批李新品种，为我国开展现代李遗传育种研究奠定
了基础，其中一些品种，如抗寒、极早熟品种长李15和大果、丰产
的龙园秋李等在我国李产业发展中发挥了积极作用。自2000年开始，
我国各地农业科研单位及大学院校纷纷开展李品种育种工作，包括黑
龙江、吉林、辽宁、河南、陕西、山东、山西、重庆、浙江、福建和
广东等省市的十几家科研单位，培育了包括秋香李、牡丰李、红晶
李、巴山脆李、巫山脆李等优良李新品种。纵观我国历年育成的李品
种，主要是通过实生和杂交方式获得，以地方品种实生选种或中国李
种间杂交为主，芽变品种占少数。分析我国历年育成的李品种系谱发
现，在我国选育的李品种中大多数亲本是具有我国地域特点的地方优
良品种，且直接或间接来自少数几个亲本，如东北育成品种中的福摩
萨、六号李、绥棱红和绥李3号。一般地讲，我国李地方品种鲜食品
质佳、适应性强，但外观差、不耐贮运；国外引进品种外观好、耐贮
运，但鲜食品质欠佳、适应性较差。因此，针对我国李种质资源特
点、产业需求、育种现状，提出我国李品种改良的路径，即利用地方
优质、适应性广、抗病性强的品种与国外引进的外观美、耐贮运品种
杂交，选育优质、耐贮、高抗的李新品种。辽宁省果树科学研究所国
家果树种质熊岳李杏圃主要利用国外引进的外观好、耐贮运品种与国
内优质、适应性强的地方优良品种进行杂交，选育出了国美、国丽和
国峰李新品种(系)，由于兼具地方品种优质、适应性强和国外引进品
种果肉较硬、外观好的特点，表现出明显的应用潜力。
(3)栽培生理研究。不同品种李果实成分以不同种类糖为主，
·12·"|./李高效生产及绿色防控技术.pdf|10
11|"第一章李产业发展现状
而果酸的主要成分是苹果酸，成熟期和生长期会影响果实的糖酸含
量。中晚熟品种含糖量高，早熟品种含糖量相对较低。生长期越
长，成熟期果实含酸量越低。糖酸比大小排列为晚熟品种>中熟品
种>早熟品种。李果实中糖含量均随着果实的生长发育而不断增
加，果实成熟期是糖积累的关键时期，而幼果期是苹果酸积累的关
键时期。果实中糖酸比随发育不断升高，在成熟时达到最高。李果
实维生素C含量也较高，维生素C含量在果实发育过程中的变化规
律为早期最高，之后逐渐降低，成熟时达到最低点。
矿质营养可以通过影响树体生长水平间接影响李果实品质。钾
不仅能够改善果实的外观品质，还能够显著地提高果实的内在品
质，并且可以明显地提高果实的贮运性。果实表皮细胞与下皮层细
胞生长速度不同步是果皮胀裂的原因，为了有效防止李裂果问题，
从乙烯利抑制果实水分超量吸收和赤霉素(GA₃)促进表皮增长角度
入手，比较分析不同处理果实内物质含量及果皮细胞结构差异，结
果表明，采收前30天左右向果实均匀喷布0.5克/升乙烯利，并
于翌日再用0.5克/升GA₃喷布1次可有效防止李裂果，并可提高果
实可溶性糖、维生素C含量。
水分状况是影响果树生长、果品产量和果实品质的最重要环境
因子之一。在环境供水不足的干旱或半干旱地区，果树耐旱性是限
制其分布和正常生长的关键因子。李根系浅，抗旱能力差。严重干
旱条件下，李的渗透调节和维持膨压能力受到限制。
(4)采后贮运与加工研究。采收成熟度是影响李果实采后食用
品质和商品性状的重要因素。采收成熟度过低，李果实在低温贮藏
中容易出现冷害；采收成熟度过高，容易过快软化，缩短货架期。
采前₃处理显著降低李果实低温贮藏期间的冷害指数与褐变指
数，可有效维持果实冷藏期间细胞膜完整性、抑制丙二醛(MDA)积
累。采后经1%氯化钙溶液处理后，能减缓贮藏期间果实硬度和果胶
含量的变化，延长贮藏期。贮藏前或贮藏期间，用1-甲基环丙烯(1
-MCP)处理显著抑制青脆李、沙子空心李、脱骨李、巫山脆李的呼
吸作用和乙烯释放速率，并降低两者的峰值；保持果实细胞膜的完
整性，降低多酚氧化酶(PPO)活性和酚类物质的消耗，减少褐变。李
的加工有干制(红干、乌干、去皮李干)、糖制(糖水罐头、李蜜饯、
·13·"|./李高效生产及绿色防控技术.pdf|11
12|"李高效生产及绿色防控技术
李果脯、李果酱、话李)、果汁和果酒等。欧洲李主要用于加工李干，
用于鲜食有增加的趋势。
二、重庆李产业现状
(一)产业发展现状
重庆位于中国内陆西南部、长江上游、三峡库区腹心位置，集大
城市、大农村、大山区、大库区于一体，丘陵和山地占90%以上。特
殊的地理、地形、地貌条件，形成了库区冬暖夏热、无霜期长、雨量
充沛、温润多阴、雨热同期的典型亚热带季风湿润气候，适宜柑橘、
李等水果的栽培。截至2020年，重庆市水果栽培面积50万公顷，产
量495.88万吨。李作为重庆市“十三五”农业产业和农业科技重点培
育的特色效益果业，近几年来，产业一直呈快速发展的势头，截至20
20年，李栽培面积9.59万公顷，产量达68.7万吨。与2014年的2.
93万公顷相比，年均增长率保持在21%以上。全市37个涉农区县
中，李栽培面积超过1000公顷的有20个区县，这20个区县面积总
和占到全市李种植面积的90.76%。
以巫山县为中心，包括巫溪县、奉节县、云阳县、开州区、万州
区等区县，海拔500~1000米的库区，地理区位、气候条件等优势明
显，2018年，《重庆市脆李、脐橙、龙眼荔枝三大水果产业发展方
案》中，把上述6个区县规划为“巫山脆李”品牌种植区，品牌种植
区脆李栽培面积4.39万公顷，其中投产面积2.06万公顷，产量30.3
万吨，产值22.26亿元，已成为库区支撑脱贫增收、提升农业产业效
益的优势特色产业之一。
(二)产业发展的问题与建议
1.主要问题
(1)立地条件差，职业果农缺乏。巫山脆李地处三峡库区中高山
区，以丘陵坡地和低山缓坡地为主，道路、排灌等基础设施不足，
立地条件差、土壤贫瘠。以小规模的新型经营主体及农户生产为主，
·14·"|./李高效生产及绿色防控技术.pdf|12
13|"第一章李产业发展现状
部分种植者以前并无果树种植经验，且农村青壮年劳动力外出
务工，现有经营者年龄偏大、受教育程度不高，职业果农缺乏，不
适应果业现代化发展的需要。
(2)市场销售压力大。巫山脆李为青脆李系列品种，主要分布
在海拔500~1000米的范围，成熟期多数集中在7月上旬的15天
左右，按2022年全重庆市预计发展到10万公顷，其中5万公顷达
到盛果期计算，预计每年有近75万吨青脆李集中在15天左右上
市，上市期短、产量高、销售压力大。
(3)病虫害暴发及裂果，果实品质难以保障。规模化的栽植带
来不同程度的病虫害暴发等问题，如红点病、袋果病、褐腐病、银
叶病等，病害可防可控，但是一旦发病就会导致死树或果实完全丧
失商品价值。另外，受气候及土壤条件等因素影响，近年来裂果发
生尤为严重，加上成熟期正值高温天气，果实软化快，影响其商品
性及货架期。
2.发展思考及建议
(1)健全三级技术人员体系，推广标准化栽培技术。开展“县
-乡-户”三级技术人员的培训，做到县乡两级有专家，种植户会管
理，鼓励发展相应的社会化服务组织，解决技术落实困难、劳动力
缺乏等问题。在生产管理及采收销售上，统一生产与产品标准，统
一公共品牌。在老果园改造、标准园新建上，因地制宜地按照机
械化、管线化、省力化的原则开展建设。
(2)做好区域规划，推广熟期调控技术。按小单元、集群化的
模式，形成连片集中发展优势区，通过品种搭配、海拔布局拉开果
品供应期。通过不同海拔区域布局、新品种培育等措施，形成成熟
期从7月初到8月底的合理分布。
(3)推广病虫害及裂果防控技术，保障果实品质。开展重大
病虫害的预警及防控研究工作，主要从苗木病毒检测、发病初期监
控及预防、不同病虫害综合防治等方面入手，推广综合防治技术。
从园地水肥管理、土壤管理、化学防治上开展李果实裂果的研究及
推广，推广适度延长果实货架期的技术。
·15·"|./李高效生产及绿色防控技术.pdf|13
14|"李生物学特性及营养价值
一、李属植物介绍
(一)李属植物及起源
李是世界上重要的核果类果树种类之一。远在新石器时代或
战国时代，我们的祖先就采食李果，而李的栽培历史悠久，至少
有3000年，是我国传统的“五果”(即桃、李、杏、枣和栗)之
一。
中国李(PrunussalicinaLindl.),过去曾被称为日本李(J
apaneseplum)，实际上起源于中国长江流域。中国是中国李的起
源中心和分布中心，在中国湖北、云南至今仍有野生的中国李分
布，乃至有上百年生的古树。中国李分布广泛、环境适应性强，
几乎在我国各省区均有分布或栽培，著名的地方品种如浙江的栲
李，福建的㮈李、芙蓉李，广东的三华李，贵州的蜂糖李，云南
的玫瑰李，四川的脆红李，重庆的青脆李，陕西的玉皇李，山东
的平顶香，东北的窑门李，等等。日本于200~400年前从中国引
进中国李栽培，美国于1870年从日本引进中国李，之后由美国传
到欧洲和世界各地。
樱桃李野生或栽培于欧亚大陆，原产于巴尔干半岛到高加索
山区、西亚地区。在新疆伊犁河下游北岸发现也有野生樱桃李的
自然群落，并且多样性丰富，说明中国新疆是野生樱桃李的起源
地之一。
杏李原产于中国华北和西北的东部，但至今未发现有野生类
型存在,1867年由西孟氏(EugeneSimon)将此种的种子传入法国
·17·"|./李高效生产及绿色防控技术.pdf|14
15|"李高效生产及绿色防控技术
栽植，1880年传入美国，现日本以及美洲、欧洲的许多国家均有
栽培。
欧洲李的起源存在颇多争议，比较普遍的观点是六倍体的欧
洲李起源于二倍体的樱桃李和四倍体的黑刺李的种间杂种，通过
三倍体杂种的染色体加倍或双亲2n配子体的形成，产生可育的
六倍体。这种种间杂种可能是欧洲李的祖先，并通过种子传播的
方式从伊朗、小亚细亚传到欧洲。刘威生认为欧洲李可能是由黑
刺李演化而来的，而黑刺李本身可能融合了樱桃李和其他李的基
因。在土耳其海拔1900米的山坡曾发现过欧洲李的土著或自然化
的群落。在我国新疆伊犁发现了野生的欧洲李分布，但在附近并
未发现樱桃李或黑刺李分布，因而认为欧洲李的种子可能通过丝
绸之路来到新疆，并在那里自然繁殖。
(二)李属植物主要种及分布
李为蔷薇科(Rosaceae)李亚科(Prunoideae)李属
(Prunus)植物。全世界李属植物有19~40个种，其中有些是种间
杂交种,我国现有或保存的有中国李(P.salicinaLindl.)、杏李
(P.simoniiCarr.)、欧洲李(P.domesticaL.)、美洲李
(P.americanaMarsh.)、加拿大李(P.nigraAit.)、樱桃
李(P.cerasiferaEhrhart)、乌苏里李(P.ussuriensis
Kov.etKost.)、乌荆子李(P.insititiaL.)和黑刺李(P.
spinosaL.)共9个种。
李属植物主要分布于北半球温带，现已广泛栽培，中国李是
我国和日本的主要栽培种，欧洲栽培的主要是欧洲李，北美洲栽
培的主要是美洲李。我国原产及常见栽培的李有7种。
二、李生物学特性
李生物学特性，是指李品种本身所具备的特有性状，包括它
的器官组织、生长习性、开花结果习性、物候期等性状。品种不
同，其生物学特性也不同。
·18·"|./李高效生产及绿色防控技术.pdf|15
16|"第二章李生物学特性及营养价值
(一)形态特征
中国李，落叶乔木，高9~12米；树冠广圆形，树皮灰褐色，
起伏不平；老枝紫褐色或红褐色，无毛；小枝黄红色，无毛；冬芽
卵圆形，红紫色，有数枚覆瓦状排列鳞片，通常无毛，稀鳞片，边
缘有极稀疏毛。叶片长圆倒卵形、长椭圆形，稀长圆卵形，长6~12
厘米，宽3~5厘米，先端渐尖、急尖或短尾尖，基部楔形，边缘有
圆钝重锯齿，常混有单锯齿，幼时齿尖带腺，上面深绿色，有光
泽，侧脉6~10对，不达到叶片边缘，与主脉呈45°角，两面均无
毛，有时下面沿主脉有稀疏柔毛或脉腋有髯毛；托叶膜质，线形，
先端渐尖，边缘有腺，早落；叶柄长1~2厘米，通常无毛，顶端有
2个腺体或无，有时在叶片基部边缘有腺体。花通常3朵并生,花
直径1.5~2.2厘米;花梗1~2厘米,通常无毛;萼筒钟状；萼片长
圆卵形，长约5毫米，先端急尖或圆钝，边有疏齿，与萼筒近等
长，萼筒和萼片外面均无毛，内面在萼筒基部被疏柔毛；花瓣白
色，长圆倒卵形，先端啮蚀状，基部楔形，有明显带紫色脉纹，具
短爪，着生在萼筒边缘，比萼筒长2~3倍；雄蕊多数，花丝长短不
等，排成不规则2轮，比花瓣短；雌蕊1个，柱头盘状，花柱比雄
蕊稍长。核果球形、卵球形或近圆锥形，直径3.5~5.0厘米，栽培
品种可达7厘米，黄色或红色，有时为绿色或紫色，梗凹陷入，顶
端微尖，基部有纵沟，外被蜡粉；核卵圆形或长圆形，有皱纹。花
期4月，果期7—8月。
1.根李为浅根性果树，吸收根主要分布在20~40厘米深的
土层中，水平根分布范围通常比树冠大1~2倍，垂直根的分布因立
地条件和砧木不同而异。在土层较厚、肥力较好的土壤，垂直根分
布可达4~6米，但大量垂直根则分布于20~80厘米的土层内；在土
壤肥力较差、土层很薄的山地或丘陵，垂直根主要分布在15~30厘
米的土层内。嫁接李的砧木不同，其根系分布也有很大差异。毛樱
桃为砧木的李根系分布浅，0~20厘米的根系占全根量的60%以上，
·19·"|./李高效生产及绿色防控技术.pdf|16
17|"李高效生产及绿色防控技术
而以毛桃和山杏为砧木的分别为49.3%和28.1%。李砧深层根系分
布多，毛桃砧介于李砧和毛樱桃砧木之间。
2.芽李的芽有花芽和叶芽两种。多数品种在当年生枝条的
基部形成单叶芽，在枝条的中部多为花芽和叶芽并生形成复芽，而
在枝条的近顶端又形成单叶芽。各种枝条的顶芽均为叶芽。
李的花芽为纯花芽，每个花芽包含1~4朵花。叶芽萌发后抽
生发育枝，根据芽在枝节上的着生情况，可分为单芽和复芽。单芽
多为叶芽。两个芽并生的多为1个叶芽和1个花芽，也有2个芽都
是花芽。3个芽并生的，多数中间是叶芽，两侧是花芽，也有2个
叶芽与1个花芽并列或3个花芽并列。个别情况下1个叶腋内可有
4个芽(图1)。
a.叶芽(单芽)b.花芽(单芽)c~h.复芽
单花芽和复花芽的数量及其在枝条上的分布，与品种特性、枝
条类型以及枝条的营养和光照状况有关。同一品种内复花芽比单花
芽结的果大，含糖量高。复花芽多，花芽着生节位低，花芽充实，
排列紧凑是丰产性状之一。
李新梢上的芽当年可以萌发，连续形成二次梢或三次梢，这种
具有早熟性芽的树种树体枝量大，进入结果期早。李的萌芽力强，
一般条件下所有的芽基本都能萌发。成枝力中等，一般延长枝先端
发2~3个发育枝，以下则为短果枝和花束状果枝，层性明显。
李潜伏芽的寿命长，据辽宁锦西调查，30多年生的秋李树枝基
部的潜伏芽仍能抽生新梢。
3.枝李的枝根据枝条的性质可分为营养枝和结果枝两类。
·20·"|./李高效生产及绿色防控技术.pdf|17
18|"第二章李生物学特性及营养价值
(1)营养枝。一般指当年生新梢，生长较壮，组织比较充
实，营养枝上着生叶芽，叶芽抽生新梢，扩大树冠和形成新的枝
组。其中处于各级主、侧枝先端的为各级延长枝。幼树的发育枝经
过选择、修剪，可培养成各级骨干枝，是构成良好树冠的基础。
(2)结果枝。着生花芽并开花结果的枝条称为结果枝。根据结
果枝的长短和花芽着生的状况，结果枝分为以下5种类型(图2)：
①徒长性果枝。长1米左右，枝条的
下部多为叶芽，上部多为复花芽，副梢少
而发生较晚。生长过旺，花弱果小，结果
后仍能萌发较旺新梢，故常利用其培养健
壮枝组。此类枝多发生在树冠内膛及上部
延长枝上。
②长果枝。枝条长30~60厘米,发育
充实，一般不发生副梢。中部复芽较多，
不仅结果能力强，而且还能形成健壮的花
束状果枝，为以后连续结果打下基础。此
类枝多发生在主、侧枝的中部。
③中果枝。长15~30厘米,其上部
和下部多单花芽，中部多复花芽。结果后
也可抽生花束状果枝。
④短果枝。长5~15厘米，其上多为单花芽，复芽少。2~3年
生短果枝结实力高，5年生以上结实力减退。
⑤花束状果枝。长度在5厘米以下，除顶芽为叶芽外，其下
为排列密集的花芽。花束状果枝粗壮，花芽发育充实，坐果多，果
个大，但坐果过多，会影响顶端叶芽的延伸，甚至枯死。
(二)物候期
李的物候期就是与当年气候季节性变化相吻合的李生长发育的
规律性变化日程，反映了李内部生理机能或外部形态上的变化。李
的物候期不仅年年重复，而且也有一定的顺序性和规律性。因此，
·21·5.花束状果枝3.中果枝4.短果枝1.徒长性果枝2.长果枝"|./李高效生产及绿色防控技术.pdf|18
19|"李高效生产及绿色防控技术
了解和掌握李的物候期，有利于科学地安排栽培管理活动，制订栽培
措施。李的物候期因品种、环境条件的不同有较大差异，下面以重庆
市巫山县海拔400~500米地区栽植的巫山脆李新品种宛青为例描述物
候期。
1.根系生长期从2月中旬开始，至11月下旬结束。整个生长
期长达9个多月，其中幼树1年有3次根系生长高峰期。
(1)第一次根系生长高峰期。2月下旬开始至3月上旬进入旺盛
生长期，能见到较多的白色新根。
(2)第二次根系生长高峰期。5月上旬至5月下旬，在果实迅速
膨大期和夏梢萌发期之前；高峰期时间短。
(3)第三次根系生长高峰期。7月中旬至10月上旬，根的生长高
峰期较长，生长量较多。
2.萌芽期花芽萌动期为3月初，3月上旬露白，3月上中旬
初花，3月下旬进入盛花期及末花期，花期持续10~20天。
3.新梢生长期4月初第一次抽梢期，5月下旬第二次抽梢期，
6月下旬第三次抽梢期。幼龄树每年萌发新梢3~4次，成年树每年萌
发新梢2~3次，其中，4月上旬至5月上旬为春梢生长高峰。李常因
春梢旺发，造成大量落花落果，为提高坐果率，应控制早春梢的抽
生。6月下旬果实采收后至8月上旬为夏梢的生长高峰期，夏梢是李
的主要结果母枝，但夏梢抽生过长，对结果不利，因此，要将夏梢控
制在15厘米以下，以枝粗叶厚为最好。8月中旬至9月底为秋梢的生
长高峰期，秋梢萌发会影响春、夏梢上的花芽发育，因此，在春、夏
梢数量充足时，应控制秋梢抽生，避免夏梢花芽因营养不足而萎缩。
4.展叶期春梢初展叶期在3月下旬，4月叶片生长最快，成年
树的春梢在5月叶片生长最快。
5.落叶期11月中下旬落叶。
6.花芽分化期7月下旬开始至11月底结束，少数持续到12
月。生理分化期比形态分化期早15~30天。先期分化的为雌蕊退化花
序，至8月上中旬开始，才是正常花序的分化。
·22·"|./李高效生产及绿色防控技术.pdf|19
20|"第二章李生物学特性及营养价值
7.开花期3月上中旬至下旬，整个花期为20天左右。不同
年份的气温、雨量等条件不同，始花期和整个花期会有不同，个别
年份花期长达1个月。
8.落花落果期3月下旬为李落花期，因萌发春梢而影响坐
果。凡是春梢早发、旺发的树体，落花落果严重。4月中旬至5月
上旬为落果期，5月上旬至6月初，李常因穿孔病等的发生引起落
果，天气晴好，坐果合理的树一般采前落果较轻。
9.果实发育期果实发育主要有3个时期：4月果实进入第一
次迅速生长期，6月果实进入第二次缓慢生长期，7月上旬至8月初
果实进入第三次迅速生长期至成熟期。此时果实迅速膨大，并且横
径生长占优势，继而转色成熟。
10.果实成熟期8月上旬果实成熟，果实发育期130天左
右，但因海拔高度、温度和雨水的影响，果实成熟期有早有晚。
(三)生态习性
1.根系
(1)砧木。李栽培上应用的多为嫁接苗，砧木绝大部分为实生
苗，少数为根蘖苗。李的根系属浅根系，多分布于距地表5~40厘米
的土层内，但由于砧木种类不同，根系分布的深浅有所不同。
(2)根系活动规律。根系的活动受温度、湿度、通气状况、土
壤营养状况以及树体营养状况的制约。
根系一般无自然休眠期，只是在低温下才被迫休眠，温度适宜
一年之内均可生长。地温达到5~7℃时，即可发生新根，15~22℃为
根系活跃期，超过22℃根系生长减缓。
土壤湿度影响土壤温度和透气性，也影响土壤养分的利用状
况，土壤水分为田间持水量的60%~80%是根系适宜的湿度，过高过
低均不利于根系的生长。
根系的生长节奏与地上部各器官的活动密切相关。一般幼树一
年中根系有3次生长高峰：一般春季温度升高根系开始进入生长高
峰，随开花坐果及新梢旺长生长减缓；当新梢进入缓慢生长期时，
·23·"|./李高效生产及绿色防控技术.pdf|20
